HAVG,AAVG,HSLG,ASLG,HOBP,AOBP,HRBIP,ARBIP,HOAVG,AOAVG,HOOBP,AOOBP,HWHIP,AWHIP,HERA,AERA,HQSP,AQSP,HPhyta,APhyta,HRank,HWP,AWP,HOPS,AOPS,HGPA,AGPA,HERA * ARBIP,AERA * HRBIP,HWHIP * AGPA / 9,AWHIP * HGPA / 9,(HPhyta + HWP)/2,(APhyta + AWP)/2,HHitter,AHitter,HPitcher,APitcher,HResult
0.2852,0.2911,0.4469,0.4916,0.3626,0.3767,5.4375,4.1212,0.2605,0.2818,0.3294,0.3761,1.284,1.6364,3.7778,5.7682,0.8333,0.7619,0.5839426935380496,0.4820976337609734,0.5438,0.5438,0.4633,0.8095,0.8683,0.274895,0.28124,15.56906936,31.364587500000003,0.040123573333333336,0.04998201977777778,0.5638713467690248,0.4726988168804867,6.5322,5.2806,6.485,8.8244,win
0.3071,0.2793,0.4872,0.4102,0.3858,0.3651,4.8763,4.1489,0.2875,0.2415,0.3499,0.3516,1.5652,1.378,6.8087,4.0048,0.5,0.7727,0.6214968776199539,0.49588770548753647,0.5928,0.5928,0.4904,0.873,0.7753,0.29541,0.286095,28.24861543,19.528606240000002,0.04975509933333333,0.04523055333333333,0.6071484388099769,0.49314385274376826,6.0564,5.2035,9.5113,6.748600000000001,win
0.3049,0.3046,0.4691,0.51,0.3839,0.3838,4.1771,5.6327,0.32,0.2762,0.3818,0.336,1.7308,1.3827,6.4904,4.2989,0.5,0.7,0.5357879737484953,0.5772672089455732,0.5154,0.5154,0.5563,0.853,0.8937999999999999,0.29003,0.289985,36.55847608,17.95693519,0.05576733755555555,0.044558275666666675,0.5255939868742476,0.5667836044727865,5.335000000000001,6.831099999999999,9.423,6.9938,win
0.2612,0.26,0.4002,0.3854,0.3545,0.3383,2.9592,2.7475,0.3372,0.2875,0.4063,0.3303,1.9397,1.25,7.4483,3.4875,0.5789,0.7143,0.4570995418962306,0.43729581503909987,0.4671,0.4671,0.455,0.7546999999999999,0.7237,0.259575,0.252285,20.464204249999998,10.32021,0.05437302383333333,0.03605208333333333,0.4620997709481153,0.4461479075195499,3.9751000000000003,3.7312000000000003,10.7104,6.069599999999999,lose
0.2693,0.2798,0.4392,0.4118,0.3464,0.3578,2.8041,3.1633,0.279,0.2659,0.3505,0.3321,1.5,1.3721,4.5738,4.1163,0.5,0.7143,0.46036001467348575,0.3396945295898576,0.4765,0.4765,0.3988,0.7856,0.7696000000000001,0.26567999999999997,0.27081,14.46830154,11.54251683,0.045135,0.040504392,0.4684300073367429,0.36924726479492875,3.859,4.2127,7.2033000000000005,6.8007,win
0.2854,0.2893,0.4482,0.4717,0.3625,0.37,5.4536,3.52,0.2642,0.2542,0.3238,0.3212,1.3061,1.2776,4.0408,3.7116,0.625,0.7727,0.5874496849272786,0.47806338678372334,0.5445,0.5445,0.4594,0.8107,0.8417,0.275175,0.27855,14.223616,20.24158176,0.040423795000000005,0.039062620000000006,0.5659748424636393,0.46873169339186166,6.5497,4.651,6.5599,6.3373,win
0.3049,0.2792,0.4812,0.4116,0.3823,0.365,5.4184,4.1895,0.25,0.3333,0.2855,0.3699,1.1325,1.6531,3.375,9.3673,0.65,0.25,0.6239860140385108,0.4899680496311044,0.5935,0.5935,0.4852,0.8634999999999999,0.7766,0.292335,0.28455,14.139562499999998,50.755778320000005,0.03580587500000001,0.05369544316666667,0.6087430070192554,0.4875840248155522,6.5868,5.2453,5.6930000000000005,11.973600000000001,win
0.3021,0.2587,0.4572,0.386,0.3831,0.3361,4.4433,2.86,0.2684,0.2665,0.3398,0.382,1.3743,1.6696,3.3184,5.2232,0.75,0.6522,0.5383923059808937,0.4389590064344122,0.5162,0.5162,0.4566,0.8403,0.7221,0.286695,0.26554500000000003,9.490624,23.20824456,0.04054872150000001,0.053185107999999995,0.5272961529904469,0.4477795032172061,5.585699999999999,3.8407999999999998,6.0509,8.1935,lose
0.2829,0.2781,0.4178,0.409,0.3655,0.3557,3.6979,3.1717,0.2445,0.2671,0.3121,0.3639,1.3099,1.5847,3.1944,4.3548,0.7368,0.7273,0.47745445763274424,0.34045365610582784,0.4742,0.4742,0.4,0.7833,0.7646999999999999,0.268925,0.264515,10.13167848,16.103614920000002,0.03849868872222222,0.04735171638888889,0.4758272288163721,0.37022682805291396,4.7641,4.2145,5.7977,7.2978,win
0.2876,0.268,0.4512,0.4336,0.3641,0.345,5.5204,2.8469,0.2233,0.2731,0.287,0.3504,1.0489,1.4655,2.9707,4.0345,0.8571,0.8667,0.5976247115783849,0.46176789051816164,0.5453,0.5453,0.4774,0.8152999999999999,0.7786,0.276645,0.26805,8.45728583,22.272053800000005,0.031239738333333336,0.045047027499999996,0.5714623557891925,0.4695839452590808,6.6233,3.8935000000000004,5.387,6.9902,win
0.3023,0.2605,0.4472,0.3891,0.3804,0.3377,4.2551,2.9406,0.2454,0.2733,0.2897,0.3482,1.1675,1.4268,3.2476,5.0488,0.6667,0.6667,0.5372982833400785,0.4403401430581928,0.5154,0.5154,0.4579,0.8276,0.7268,0.28298,0.263765,9.549892559999998,21.483148879999998,0.03421618194444445,0.044861762666666666,0.5263491416700392,0.4491200715290964,5.385,3.9278999999999997,5.616899999999999,7.7638,win
0.2821,0.2868,0.4252,0.4274,0.3654,0.3685,4.0,3.05,0.2965,0.2887,0.3457,0.3365,1.4556,1.3333,5.7515,3.75,0.6667,0.75,0.48078395143958363,0.3407565466753619,0.4752,0.4752,0.4007,0.7906,0.7959,0.27073,0.272125,17.542075,15.0,0.044011683333333336,0.04010714544444445,0.4779919757197918,0.370728273337681,5.0727,4.1327,8.516,6.4585,lose
0.2706,0.2894,0.4115,0.486,0.3661,0.3752,2.84,4.1569,0.2882,0.2418,0.3653,0.2971,1.5355,1.1655,6.3981,3.5379,0.6842,0.8182,0.4588334335696222,0.46614747185153765,0.4673,0.4673,0.4478,0.7776,0.8612,0.26761999999999997,0.271715,26.596261890000005,10.047635999999999,0.04635759805555555,0.03465678999999999,0.4630667167848111,0.45697373592576884,3.8882,5.3075,9.2713,6.0605,win
0.3038,0.3135,0.4756,0.5273,0.3838,0.3921,4.7677,4.9293,0.24,0.249,0.3146,0.3115,1.2966,1.3027,5.0339,3.8189,0.65,0.5455,0.6320815398863165,0.5726512794173119,0.5943,0.5943,0.5509,0.8593999999999999,0.9194,0.29161000000000004,0.295345,24.813603269999998,18.20736953,0.04254936966666667,0.042208927444444454,0.6131907699431582,0.561775639708656,5.930899999999999,6.1621999999999995,7.5351,6.2276,win
0.2899,0.2667,0.4613,0.431,0.3658,0.3435,5.1515,2.8384,0.2537,0.2274,0.3636,0.3127,1.5571,1.243,4.6286,2.4859,0.7368,0.7727,0.6025873993819549,0.45560951895524454,0.5461,0.5461,0.4715,0.8271,0.7745,0.279935,0.26990000000000003,13.13781824,12.806113850000001,0.04669569888888889,0.03866213388888889,0.5743436996909774,0.46355475947762226,6.2685,3.8796,7.539799999999999,5.0417000000000005,lose
0.3113,0.2867,0.5226,0.4511,0.3875,0.3645,5.2871,5.35,0.2521,0.2626,0.3144,0.3513,1.2789,1.5217,4.1211,5.2174,0.7143,0.8696,0.5774650239308,0.5956206641403246,0.5556,0.5556,0.5452,0.9100999999999999,0.8156,0.305025,0.294675,22.047885,27.584915539999997,0.0418733175,0.051572949166666666,0.5665325119654,0.5704103320701623,6.5085,6.452299999999999,6.6808,8.2226,lose
0.2899,0.2822,0.4859,0.4255,0.3763,0.3647,4.0388,4.0,0.2535,0.2569,0.3147,0.3056,1.323,1.2786,4.3602,3.8357,0.75,0.7368,0.46541714729881617,0.4753866319326155,0.4472,0.4472,0.4743,0.8622000000000001,0.7902,0.29081,0.28559,17.4408,15.491625160000002,0.04198173,0.04131440733333333,0.4563085736494081,0.47484331596630774,5.1909,5.0724,7.0014,6.4136,win
0.2659,0.3011,0.3958,0.484,0.3431,0.3844,2.8641,4.2745,0.2971,0.2896,0.338,0.3533,1.3023,1.5918,3.5581,6.9429,0.7333,0.4706,0.4378608592696792,0.6192787006106214,0.4531,0.4531,0.5888,0.7389,0.8684000000000001,0.253345,0.27193,15.209098449999999,19.88515989,0.039348271000000004,0.04480828566666667,0.4454804296348396,0.6040393503053108,3.8689,5.444,6.2288,9.6482,lose
0.3077,0.2912,0.5209,0.458,0.3862,0.369,5.5882,5.2376,0.3114,0.2722,0.425,0.3425,2.05,1.369,7.875,3.8571,0.6,0.8421,0.5756522924298981,0.5949606915855997,0.5547,0.5547,0.5447,0.9071,0.827,0.30401500000000004,0.296275,41.2461,21.55424622,0.06748486111111111,0.04624405944444445,0.565176146214949,0.5698303457927998,6.802999999999999,6.3557999999999995,11.2614,6.6829,lose
0.2678,0.2961,0.4306,0.4431,0.346,0.376,3.11,4.7172,0.3197,0.2816,0.4048,0.3433,1.6239,1.4835,6.9358,4.7473,0.625,0.5833,0.46262564141581325,0.5436535349749636,0.4783,0.4783,0.5162,0.7766,0.8190999999999999,0.26335,0.27685000000000004,32.71755576,14.764103,0.049952968333333334,0.04340885833333333,0.4704628207079066,0.5299267674874818,4.1544,5.8324,9.9092,7.439000000000001,win
0.2757,0.2694,0.4107,0.4141,0.3533,0.3685,3.3039,3.3333,0.3936,0.2595,0.4466,0.365,2.1639,1.5946,8.4098,6.4459,0.8333,0.6667,0.3446869928438371,0.4634457963381983,0.408,0.408,0.4719,0.764,0.7826,0.26166,0.2685,28.032386340000002,21.29660901,0.06455635,0.046360337333333335,0.37634349642191856,0.4676728981690992,4.3436,4.3853,12.247200000000001,9.3317,lose
0.3048,0.2887,0.4513,0.4549,0.3854,0.3652,3.77,5.5098,0.303,0.2581,0.3611,0.312,1.6034,1.2321,6.0517,3.5357,0.5556,0.6667,0.5373489657567412,0.5961355563553945,0.51,0.51,0.546,0.8367,0.8201,0.286255,0.277165,33.34365666,13.329589,0.04937848455555555,0.0391883095,0.5236744828783706,0.5710677781776973,4.9115,6.618600000000001,8.8748,6.004599999999999,win
0.3091,0.2703,0.5198,0.4161,0.3862,0.3684,5.301,3.4951,0.2831,0.3387,0.3428,0.4058,1.4305,1.9286,4.5613,7.7143,0.6667,0.55,0.5725417829625914,0.4717222099456106,0.5538,0.5538,0.4804,0.906,0.7845,0.30374,0.29573000000000005,15.94219963,40.8935043,0.04700464055555557,0.06508810711111111,0.5631708914812956,0.4760611049728053,6.5161,4.5499,7.2844,10.9374,win
0.281,0.2605,0.4153,0.386,0.3593,0.3366,3.5253,2.9327,0.2491,0.2662,0.3587,0.3803,1.445,1.661,4.4587,5.1102,0.7391,0.6667,0.47116690850009624,0.43542591551949,0.4708,0.4708,0.4524,0.7746,0.7226,0.26551,0.25529500000000005,13.076029490000002,18.01498806,0.04098903055555556,0.04900134555555556,0.4709834542500481,0.44391295775974504,4.5809,3.9158,7.2505999999999995,8.0844,lose
0.258,0.3015,0.4207,0.4751,0.3445,0.3811,2.4059,4.4951,0.2722,0.2532,0.3432,0.2879,1.4613,1.1401,4.5232,3.4632,0.5217,0.619,0.46955720894382685,0.6211037492852474,0.4793,0.4793,0.5906,0.7652,0.8562000000000001,0.2602,0.27667,20.33223632,8.33211288,0.04492198566666667,0.032961557777777775,0.47442860447191343,0.6058518746426237,3.4291,5.6528,7.1216,5.7634,lose
0.2772,0.2906,0.4152,0.4853,0.3592,0.3756,3.3592,4.1923,0.2697,0.2806,0.3345,0.3736,1.3824,1.5957,4.1691,5.9745,0.6818,0.7273,0.3401954402190147,0.46998540195043165,0.4073,0.4073,0.4482,0.7744,0.8609,0.26544,0.27282,17.478117930000003,20.0695404,0.041905152,0.047062512,0.37374772010950735,0.4590927009752158,4.4108,5.3438,6.8375,8.951699999999999,lose
0.3033,0.2927,0.4506,0.462,0.3812,0.3707,4.4356,5.2136,0.2679,0.2175,0.3383,0.2791,1.3694,1.0116,3.3483,2.8256,0.7619,0.8636,0.5420088823306872,0.5905435121515844,0.5108,0.5108,0.5408,0.8318,0.8327,0.28419,0.27946499999999996,17.45669688,12.53323136,0.04252215233333333,0.031942956,0.5264044411653437,0.5656717560757922,5.5707,6.3389999999999995,6.0858,5.1974,lose
0.3139,0.2714,0.5267,0.415,0.3884,0.3702,4.875,3.4038,0.2472,0.2776,0.3108,0.3782,1.2948,1.6277,3.7571,4.883,0.5652,0.7778,0.5754150280012424,0.4678367334260535,0.5545,0.5545,0.4767,0.9151,0.7851999999999999,0.30645500000000003,0.298265,12.78841698,23.804625,0.04291039133333333,0.05542408927777778,0.5649575140006212,0.47226836671302674,6.104,4.4604,6.1751,7.9443,win
0.2794,0.2638,0.4147,0.3984,0.3578,0.3367,3.55,3.181,0.2536,0.25,0.3183,0.4231,1.3541,2.2,3.5027,5.4,0.7,1.0,0.46366327268879204,0.4449492245405127,0.47,0.47,0.4608,0.7725,0.7351,0.264685,0.25519000000000003,11.1420887,19.17,0.038394753222222223,0.06470077777777777,0.466831636344396,0.4528746122702564,4.6019,4.1799,6.1287,9.2731,win
0.272,0.288,0.4112,0.4873,0.3518,0.3712,3.375,3.8952,0.2711,0.1714,0.3671,0.4314,1.6084,1.6875,4.5171,0.0,0.6957,1.0,0.3395130188427336,0.4717554379968971,0.4065,0.4065,0.4504,0.763,0.8585,0.26111,0.26983999999999997,17.59500792,0.0,0.048223406222222216,0.048958125,0.3730065094213668,0.46107771899844857,4.41,5.0417000000000005,7.4594000000000005,3.2903000000000002,win
0.264,0.2727,0.395,0.4375,0.3374,0.3523,3.0,2.6602,0.2738,0.226,0.3505,0.3126,1.4377,1.2379,5.0943,2.4903,0.625,0.7826,0.4401577299933373,0.47830994685305356,0.457,0.457,0.4794,0.7323999999999999,0.7898000000000001,0.25058,0.257285,13.55185686,7.4709,0.04109984938888889,0.03446588688888889,0.44857886499666866,0.4788549734265268,3.9964,3.7227,7.7813,5.0494,lose
0.315,0.2866,0.5346,0.4722,0.3887,0.3703,4.7238,4.2925,0.3015,0.2443,0.3733,0.2982,1.7074,1.1645,6.0319,3.4934,0.7692,0.8261,0.579127973560461,0.4680932640517418,0.5552,0.5552,0.4473,0.9233,0.8425,0.308565,0.300285,25.891930750000004,16.502122919999998,0.05696740100000001,0.0399248825,0.5671639867802305,0.45769663202587085,5.9620999999999995,5.421600000000001,9.183300000000001,6.0265,lose
0.2823,0.309,0.4164,0.4516,0.3606,0.3868,3.2178,3.7451,0.2825,0.1898,0.347,0.3106,1.4831,1.2101,5.0562,2.042,0.7222,1.0,0.4694067475400996,0.5410035422851963,0.4709,0.4709,0.51,0.7769999999999999,0.8384,0.26637,0.27815999999999996,18.935974619999996,6.5707476,0.04583767733333333,0.03581492633333333,0.4701533737700498,0.5255017711425982,4.2771,4.8925,7.890999999999999,4.7524999999999995,lose
0.2892,0.2784,0.4565,0.4047,0.3664,0.3516,5.3942,2.9619,0.2535,0.2969,0.3639,0.3333,1.5541,1.3548,5.1081,4.0645,0.7,0.6,0.5909516370465165,0.34487399139059316,0.5412,0.5412,0.4076,0.8229,0.7563,0.279005,0.27234500000000006,15.12968139,21.9247259,0.0470279293888889,0.04199955266666667,0.5660758185232583,0.37623699569529656,6.5062999999999995,3.9966,7.9796000000000005,6.6495,win
0.3004,0.2696,0.4727,0.4131,0.3784,0.3676,4.9238,3.4667,0.2426,0.227,0.3175,0.3588,1.3145,1.5536,4.9355,5.5446,0.6667,0.75,0.6120293270359243,0.4631112875451188,0.5798,0.5798,0.4721,0.8511,0.7807,0.288455,0.283595,17.10989785,27.30050148,0.041420625277777776,0.049793743111111115,0.5959146635179622,0.4676056437725594,6.0753,4.5169999999999995,7.4768,8.434000000000001,win
0.287,0.2846,0.4432,0.4279,0.363,0.3656,4.6571,3.1698,0.2691,0.271,0.3529,0.4,1.5405,1.8608,5.5946,6.1519,0.8511,0.6667,0.5910310430259567,0.34528245916029077,0.5419,0.5419,0.4082,0.8062,0.7935,0.27415,0.27532,17.73376308,28.65001349,0.04712560666666667,0.05668203555555556,0.5664655215129784,0.3767412295801454,5.750299999999999,4.2479,8.6082,9.3504,lose
0.2632,0.2687,0.4061,0.4335,0.3347,0.3461,2.7757,3.2308,0.2919,0.3219,0.3299,0.3734,1.275,1.4862,3.6643,4.9541,0.6875,0.75,0.4394473924203385,0.47927434253516576,0.4563,0.4563,0.4804,0.7408,0.7796000000000001,0.25214000000000003,0.25727,11.83862044,13.751095370000002,0.03644658333333333,0.04163671866666667,0.44787369621016926,0.47983717126758285,3.7797,4.2791,6.2486,7.8856,win
0.3122,0.2864,0.5189,0.4732,0.3867,0.3697,4.9434,4.271,0.2472,0.2308,0.3116,0.4828,1.2754,2.1818,4.9565,4.0909,0.9057,0.75,0.5779798561989667,0.4690780050345208,0.5543,0.5543,0.4487,0.9056,0.8429,0.30374,0.29608999999999996,21.1692115,20.22295506,0.04195924288888889,0.07363332577777777,0.5661399280994834,0.4588890025172604,6.161199999999999,5.4003,7.696400000000001,7.7363,win
0.2777,0.3091,0.4109,0.4509,0.3546,0.3873,3.7353,3.6214,0.2621,0.2576,0.3107,0.3496,1.2971,1.5405,4.1538,4.7432,0.7,0.725,0.4687845960985614,0.5414868737205457,0.4701,0.4701,0.5106,0.7655000000000001,0.8382000000000001,0.262295,0.27701,15.04257132,17.71727496,0.03992329677777777,0.04489616083333334,0.4694422980492807,0.5260434368602729,4.7785,4.7687,6.7237,7.6159,lose
0.3008,0.3028,0.4381,0.4785,0.3785,0.3807,3.8942,5.6355,0.2874,0.2809,0.3497,0.3307,1.5156,1.341,5.4844,4.4871,0.5385,0.65,0.5444921633618949,0.6116673167046678,0.5138,0.5138,0.5812,0.8166,0.8592,0.27985,0.28084,30.907336200000003,17.47366482,0.047293456,0.04169765,0.5291460816809475,0.596433658352334,5.0116,6.7975,8.1756,7.089700000000001,lose
0.2802,0.292,0.4258,0.4582,0.3799,0.3699,3.1589,5.1415,0.2775,0.2802,0.3734,0.3476,1.6355,1.407,5.8037,4.186,0.5909,0.8,0.46213200451489866,0.5862987821946066,0.4714,0.4714,0.5411,0.8057000000000001,0.8281000000000001,0.277405,0.272905,29.83972355,13.2231554,0.049592903055555554,0.043367648333333335,0.46676600225744935,0.5636993910973034,4.2448,6.2616,8.681,7.0208,lose
0.2632,0.2806,0.4247,0.4227,0.3396,0.3575,3.2381,3.1553,0.2775,0.358,0.349,0.4157,1.4925,2.0182,4.59,11.7818,0.5417,0.2,0.4784799169066789,0.46542670956264304,0.4796,0.4796,0.4693,0.7643,0.7802,0.25899500000000003,0.26705,14.482827,38.15064658000001,0.044285791666666664,0.058078189888888895,0.47903995845333947,0.4673633547813215,4.2656,4.2161,7.250699999999999,14.7737,win
0.2861,0.2641,0.4713,0.4002,0.3689,0.3347,4.3611,2.6296,0.2688,0.2629,0.3333,0.3065,1.3488,1.245,4.0465,4.3875,0.7391,0.6364,0.46632115020075104,0.44061988433736693,0.4466,0.4466,0.4571,0.8402000000000001,0.7349,0.28383,0.26844,10.6406764,19.13432625,0.040230208,0.039263150000000004,0.4564605751003755,0.44885994216868347,5.487400000000001,3.6286,6.7364999999999995,6.8383,win
0.2768,0.3083,0.4134,0.5158,0.3542,0.385,3.2991,5.785,0.3566,0.2677,0.4831,0.3285,2.6875,1.3622,9.5625,4.5459,0.75,0.6667,0.35002494259904193,0.5799555718799929,0.414,0.414,0.555,0.7676000000000001,0.9008,0.26274,0.2766,55.3190625,14.99737869,0.08259583333333334,0.03976715866666666,0.382012471299521,0.5674777859399964,4.343500000000001,6.9941,13.8397,7.170999999999999,win
0.3058,0.2999,0.4414,0.4737,0.3853,0.3793,4.0762,5.2407,0.2872,0.2809,0.3443,0.3436,1.4894,1.5285,5.1702,6.5703,0.6,0.5,0.5359799538091821,0.6178425576240996,0.5129,0.5129,0.5876,0.8267,0.853,0.28373499999999996,0.28103500000000003,27.095467140000004,26.781856859999998,0.046508169888888895,0.048187660833333326,0.5244399769045911,0.6027212788120497,5.2087,6.3936,7.8911,9.2233,lose
0.2726,0.2869,0.4129,0.4449,0.3723,0.3634,3.2315,4.4766,0.35,0.2653,0.4118,0.3182,1.985,1.2766,8.1203,3.8777,0.5238,0.6,0.4614150625722731,0.5868711422348066,0.4707,0.4707,0.5417,0.7852,0.8083,0.27076,0.266755,36.351334980000004,12.53078755,0.058834297222222234,0.038405801777777776,0.4660575312861366,0.5642855711174033,4.2893,5.5718000000000005,11.3909,6.3378,lose
0.2609,0.2782,0.4257,0.4228,0.3391,0.3559,2.9811,3.5,0.2614,0.2612,0.3412,0.3658,1.4126,1.5,4.1942,5.1081,0.8235,0.7083,0.48038717757644855,0.4638677554351721,0.4806,0.4806,0.4679,0.7648,0.7787,0.25902000000000003,0.26658,14.6797,15.227756910000002,0.041841211999999996,0.04317000000000001,0.4804935887882243,0.46588387771758605,4.0068,4.556900000000001,7.032900000000001,7.9434000000000005,win
0.2789,0.3079,0.417,0.5151,0.3564,0.3842,3.3889,5.7778,0.2814,0.2795,0.3753,0.3429,1.6619,1.4227,4.6619,4.384,0.6667,0.6818,0.3595809180450069,0.5717759153305835,0.4151,0.4151,0.5459,0.7734,0.8993,0.26463,0.27714,26.935525820000002,14.856937600000002,0.05117544066666666,0.04183212233333333,0.38734045902250347,0.5588379576652918,4.4412,6.984999999999999,7.6472,7.1109,win
0.2594,0.307,0.3886,0.4429,0.3319,0.3855,3.0636,4.0472,0.2577,0.2671,0.3728,0.3392,1.616,1.3829,5.112,3.4005,0.64,0.7727,0.4348413982182772,0.5340869019459409,0.4526,0.4526,0.5121,0.7204999999999999,0.8284,0.24650499999999997,0.270625,20.6892864,10.4177718,0.04859222222222223,0.03787686272222222,0.4437206991091386,0.5230934509729704,4.0435,5.1826,7.9985,6.162400000000001,win
0.3076,0.277,0.5141,0.4125,0.3842,0.3569,5.789,3.7048,0.2465,0.256,0.3108,0.3194,1.2944,1.3558,3.7011,3.4364,0.5833,0.7143,0.570059948458501,0.4621825768634718,0.5439,0.5439,0.4663,0.8983,0.7694,0.301415,0.28913,13.711835279999999,19.893319599999998,0.04158331911111111,0.04540649522222222,0.5569799742292505,0.4642412884317359,6.9948999999999995,4.7512,6.1361,6.081899999999999,win
0.279,0.2796,0.4194,0.4218,0.3785,0.3558,3.6422,3.2844,0.2556,0.2653,0.3581,0.3328,1.5436,1.3732,6.2739,3.993,0.6739,0.6957,0.4567381928286856,0.3623945981250289,0.4699,0.4699,0.4161,0.7979,0.7776000000000001,0.275175,0.26496,20.60599716,14.543304599999999,0.045443584,0.041985589999999996,0.46331909641434277,0.38924729906251443,4.7191,4.3416,9.1051,6.66,lose
0.2623,0.3022,0.3951,0.4334,0.3322,0.381,2.8378,4.1215,0.2715,0.1921,0.347,0.3146,1.4161,1.2326,4.9091,1.8837,0.6471,1.0,0.4369237089181212,0.5323367353105612,0.4534,0.4534,0.5104,0.7273000000000001,0.8144,0.248265,0.27022500000000005,20.232855649999998,5.34556386,0.042518402500000003,0.034001271,0.44516185445906065,0.5213683676552806,3.8274,5.2381,7.5908,4.622999999999999,lose
0.3086,0.2759,0.5202,0.411,0.3857,0.3556,5.6364,3.6887,0.2929,0.3173,0.3654,0.3609,1.6311,1.558,5.5049,6.7127,0.7778,0.6087,0.5703754441613311,0.46156377113053815,0.5445,0.5445,0.4659,0.9058999999999999,0.7666,0.30361499999999997,0.29007000000000005,20.30592463,37.83546228,0.05257035300000001,0.052559129999999996,0.5574377220806656,0.46373188556526906,6.8509,4.731199999999999,8.572099999999999,9.5576,lose
0.2872,0.2849,0.4252,0.4279,0.3856,0.3615,3.2909,3.2818,0.2835,0.3092,0.3824,0.3438,1.6678,1.4444,5.0979,4.75,0.7857,0.5,0.45313208514286935,0.36710251929365273,0.4692,0.4692,0.422,0.8108,0.7894,0.27982,0.26897499999999996,16.730288220000002,15.631775000000001,0.049844056111111104,0.04490800088888888,0.4611660425714347,0.39455125964682636,4.3889000000000005,4.3561,8.2173,7.3474,win
0.3042,0.2852,0.477,0.4528,0.3826,0.364,5.6881,5.0833,0.2483,0.2165,0.2831,0.2752,1.1131,0.9978,3.4208,2.7357,0.6364,0.8696,0.6183558552015932,0.5911860339304411,0.5878,0.5878,0.5459,0.8595999999999999,0.8168,0.29142,0.28305,17.38895264,15.56093517,0.035006995000000006,0.032308764000000004,0.6030779276007966,0.5685430169652206,6.8519000000000005,6.1853,5.7017,5.0948,lose
0.2859,0.2628,0.4678,0.4226,0.3679,0.3398,4.2636,3.2336,0.242,0.3333,0.2986,0.4098,1.1709,1.678,3.4747,6.8644,0.8333,0.6471,0.4730385733125497,0.4822037177416565,0.4484,0.4484,0.4815,0.8357,0.7624,0.282505,0.26986,11.23578992,29.26705584,0.035108786,0.052671487777777776,0.4607192866562749,0.48185185887082826,5.3852,4.2588,6.0195,9.932599999999999,win
0.2645,0.3077,0.3924,0.5197,0.336,0.3846,2.8929,5.6396,0.2857,0.1951,0.322,0.3265,1.2341,1.4545,3.5217,3.2727,0.7059,1.0,0.43624614013015944,0.5664067328858765,0.4527,0.4527,0.5437,0.7284,0.9043000000000001,0.24930000000000002,0.27117,19.86097932,9.46759383,0.037183433,0.040289649999999996,0.44447307006507975,0.5550533664429382,3.8858,6.8515999999999995,6.0694,6.2488,win
0.2807,0.288,0.4236,0.4554,0.363,0.3668,3.8318,4.2018,0.2664,0.2532,0.3165,0.3593,1.3316,1.5252,4.2015,4.9916,0.7143,0.7143,0.46627530644632886,0.592836941515568,0.4706,0.4706,0.5475,0.7866,0.8222,0.26925,0.27096,17.6538627,19.12681288,0.04009003733333333,0.0456289,0.46843765322316444,0.570168470757784,4.8991,5.312,6.830299999999999,7.8435999999999995,lose
0.3062,0.2853,0.4561,0.4669,0.375,0.3672,4.0091,4.4505,0.2389,0.3333,0.3188,0.3964,1.3231,1.7966,4.8462,5.6441,0.6818,0.8065,0.6152888998368553,0.4793691210823393,0.5868,0.5868,0.4493,0.8311,0.8341000000000001,0.282775,0.27926500000000004,21.568013099999998,22.62776131,0.041055057944444445,0.05644817388888888,0.6010444499184276,0.4643345605411696,5.1464,5.5699,7.408799999999999,8.9769,win
0.2614,0.2843,0.4197,0.4329,0.3405,0.3831,3.2222,3.5315,0.2203,0.1358,0.3055,0.2222,1.2014,0.75,2.375,1.7763,0.7917,0.6667,0.47533197348952877,0.4575694963018871,0.4749,0.4749,0.47,0.7602,0.8160000000000001,0.25815000000000005,0.27732,8.3873125,5.72359386,0.037019138666666666,0.021512500000000004,0.4751159867447644,0.4637847481509435,4.2438,4.6318,4.8938999999999995,3.551,lose
0.2863,0.2979,0.4383,0.4325,0.3643,0.3778,3.2883,3.7222,0.2677,0.2465,0.3882,0.2911,1.7553,1.173,5.7447,3.1551,0.6875,0.6818,0.364744341919969,0.5330384924444015,0.4192,0.4192,0.5111,0.8026,0.8103,0.27351000000000003,0.27958500000000003,21.38292234,10.37491533,0.05452839450000001,0.03564747000000001,0.3919721709599845,0.5220692462222007,4.3772,4.8304,8.843399999999999,5.5475,win
0.2656,0.3105,0.3901,0.5295,0.3378,0.3881,2.7345,4.9464,0.2613,0.2561,0.3027,0.3227,1.2299,1.3486,4.2227,5.2018,0.6522,0.8889,0.43751161067247407,0.5653866156557564,0.4535,0.4535,0.5426,0.7279,0.9176,0.249535,0.27217,20.887163279999996,14.224322100000002,0.037193542555555556,0.03739143344444445,0.44550580533623707,0.5539933078278783,3.728,6.1745,6.668799999999999,8.0181,win
0.2773,0.2885,0.4197,0.4559,0.3593,0.3671,4.1481,4.1182,0.3333,0.2709,0.3982,0.3376,1.875,1.337,9.75,4.0109,0.3333,0.8095,0.4637897964113435,0.5949504294884473,0.4698,0.4698,0.5495,0.779,0.823,0.26661,0.27012,40.15245,16.637614290000002,0.056275,0.03960639666666667,0.46679489820567177,0.5722252147442237,5.204400000000001,5.229699999999999,12.6898,6.7659,lose
